3.154748627335257879e+03 9.076572060585021973e-01
3.154750016241196590e+03 9.067271947860717773e-01
3.154751405147136666e+03 9.092222452163696289e-01
3.154752794053075377e+03 9.098451137542724609e-01
3.154754182959014543e+03 9.107761383056640625e-01
3.154755571864488502e+03 9.131383895874023438e-01
3.154756960770427668e+03 9.140560626983642578e-01
3.154758349676366834e+03 9.152220487594604492e-01
3.154759738582305999e+03 9.168992042541503906e-01
3.154761127488245165e+03 9.244627952575683594e-01
3.154762516394183422e+03 9.211233258247375488e-01
3.154763905299656926e+03 9.229817986488342285e-01
3.154765294205596547e+03 9.226397871971130371e-01
3.154766683111535713e+03 9.271757602691650391e-01
3.154768072017474424e+03 9.274365305900573730e-01
3.154769460922948838e+03 9.301344156265258789e-01
3.154770849828887549e+03 9.284576773643493652e-01
3.154772238734826260e+03 9.309265017509460449e-01
3.154773627640766335e+03 9.329223632812500000e-01
3.154775016546705501e+03 9.303714632987976074e-01
3.154776405452179006e+03 9.308302998542785645e-01
3.154777794358118172e+03 9.352623820304870605e-01
3.154779183264057338e+03 9.353190660476684570e-01
3.154780572169995594e+03 9.384763836860656738e-01
3.154781961075469098e+03 9.401677846908569336e-01
3.154783349981408264e+03 9.423829913139343262e-01
3.154784738887347430e+03 9.456485509872436523e-01
3.154786127793286596e+03 9.443131685256958008e-01
3.154787516698760101e+03 9.454618096351623535e-01
3.154788905604700176e+03 9.487748146057128906e-01
3.154790294510639342e+03 9.480031132698059082e-01
3.154791683416112846e+03 9.507555961608886719e-01
3.154793072322052012e+03 9.513397216796875000e-01
3.154794461227991178e+03 9.525588750839233398e-01
3.154795850133930344e+03 9.548569321632385254e-01
3.154797239039403394e+03 9.549877643585205078e-01
3.154798627945341650e+03 9.555444121360778809e-01
3.154800016851280816e+03 9.605219960212707520e-01
3.154801405756754775e+03 9.588493704795837402e-01
3.154802794662694851e+03 9.587137103080749512e-01
3.154804183568633562e+03 9.631185531616210938e-01
3.154805572474106611e+03 9.617748856544494629e-01
3.154806961380046687e+03 9.641279578208923340e-01
3.154808350285985398e+03 9.642834663391113281e-01
3.154809739191458448e+03 9.683352112770080566e-01
3.154811128097398523e+03 9.699832201004028320e-01
3.154812517003337689e+03 9.698721170425415039e-01
3.154813905908811194e+03 9.715416431427001953e-01
3.154815294814749905e+03 9.715626239776611328e-01
3.154816683720688616e+03 9.759797453880310059e-01
3.154818072626162120e+03 9.732437133789062500e-01
3.154819461532101286e+03 9.743363261222839355e-01
3.154820850437574791e+03 9.773147106170654297e-01
3.154822239343513957e+03 9.794662594795227051e-01
3.154823628249453122e+03 9.820529222488403320e-01
3.154825017154927536e+03 9.838979840278625488e-01
3.154826406060866248e+03 9.822345376014709473e-01
3.154827794966339297e+03 9.862345457077026367e-01
3.154829183872279373e+03 9.865458607673645020e-01
3.154830572778218539e+03 9.885021448135375977e-01
3.154831961683692043e+03 9.857426881790161133e-01
3.154833350589630300e+03 9.905121326446533203e-01
3.154834739495103804e+03 9.887731075286865234e-01
3.154836128401042970e+03 9.926610589027404785e-01
3.154837517306516474e+03 9.923914670944213867e-01
3.154838906212455640e+03 9.933133721351623535e-01
3.154840295118394806e+03 9.937132596969604492e-01
3.154841684023868311e+03 9.971370697021484375e-01
3.154843072929807477e+03 9.949339032173156738e-01
3.154844461835281891e+03 9.971050620079040527e-01
3.154845850741220602e+03 9.995368123054504395e-01
3.154847239646694106e+03 9.993204474449157715e-01
3.154848628552633727e+03 9.989770650863647461e-01
3.154850017458107232e+03 9.988195896148681641e-01
3.154851406364045488e+03 1.002979159355163574e+00
3.154852795269518992e+03 1.005416393280029297e+00
3.154854184175457704e+03 1.004814982414245605e+00
3.154855573080930753e+03 1.008427023887634277e+00
3.154856961986870829e+03 1.008397579193115234e+00
3.154858350892344788e+03 1.008936524391174316e+00
3.154859739798283954e+03 1.007537484169006348e+00
3.154861128703757004e+03 1.012624621391296387e+00
3.154862517609231418e+03 1.009409189224243164e+00
3.154863906515170129e+03 1.011505246162414551e+00
3.154865295420643179e+03 1.011618375778198242e+00
3.154866684326583254e+03 1.012638092041015625e+00
3.154868073232056304e+03 1.016791701316833496e+00
3.154869462137994560e+03 1.011994004249572754e+00
3.154870851043468065e+03 1.015461921691894531e+00
